delivery_id,date,city,route_id,driver_id,vehicle_id,planned_minutes,actual_minutes,on_time,distance_km,fuel_cost,other_cost
DLV0011946,4/29/2025,Ibadan,RTE139,D102,V068,47,72,0,9.2,6.45,7.34
DLV0011947,6/25/2025,Abuja,RTE017,D103,V002,130,145,0,110.6,84.82,4.35
DLV0011948,2/13/2025,Lagos,RTE168,D046,V005,34,21,1,3.5,3.27,7.4
DLV0011949,6/29/2025,Kano,RTE181,D133,V062,65,67,1,132.2,144.18,0.81
DLV0011950,2/2/2025,PHC,RTE048,D021,V021,42,38,1,31.8,15.45,2.36
DLV0011951,2/2/2025,Kano,RTE121,D082,V052,205,191,1,14.7,9.49,5
DLV0011952,6/21/2025,Lagos,RTE008,D145,V032,219,186,1,43.2,32.41,0.12
DLV0011953,3/4/2025,Abuja,RTE068,D117,V072,196,194,1,109.3,62.18,2.93
DLV0011954,6/28/2025,Lagos,RTE077,D096,V040,128,119,1,44.3,31.32,4.08
DLV0011955,6/24/2025,PHC,RTE156,D068,V039,94,111,0,101.5,67.69,1.2
DLV0011956,2/20/2025,Ibadan,RTE170,D084,V048,167,193,0,84.9,101.61,7.32
DLV0011957,3/16/2025,Abuja,RTE086,D083,V053,178,169,1,117.7,56.51,14.7
DLV0011958,4/6/2025,PHC,RTE099,D114,V073,128,86,1,36.8,42.9,13.79
DLV0011959,2/25/2025,Abuja,RTE112,D052,V013,68,39,1,56.4,27.16,4.5
DLV0011960,1/31/2025,Ibadan,RTE184,D129,V042,90,91,1,145.7,85.16,11.55
DLV0011961,6/25/2025,Ibadan,RTE146,D045,V058,84,114,0,4.8,5.17,0.85
DLV0011962,3/12/2025,Kano,RTE034,D134,V038,205,243,0,73.3,62.67,0.74
DLV0011963,1/14/2025,Kano,RTE110,D103,V034,111,89,1,116.5,97.72,5.24
DLV0011964,6/17/2025,Lagos,RTE089,D104,V093,159,153,1,19.6,20.13,12.8
DLV0011965,6/29/2025,PHC,RTE185,D018,V098,20,5,1,126.6,127.39,7.08
DLV0011966,4/22/2025,Ibadan,RTE075,D121,V009,86,119,0,116.7,98.77,4.19
DLV0011967,3/19/2025,Ibadan,RTE033,D115,V019,112,90,1,22.7,15.31,10.53
DLV0011968,6/5/2025,Lagos,RTE023,D022,V036,201,207,1,77.5,32.9,9.86
DLV0011969,5/6/2025,Abuja,RTE162,D046,V052,76,45,1,110.7,86.87,13.74
DLV0011970,1/21/2025,PHC,RTE126,D136,V060,172,177,1,83.4,67.23,13.76
DLV0011971,1/26/2025,Lagos,RTE179,D011,V099,89,132,0,57.9,31.24,1.51
DLV0011972,6/29/2025,Lagos,RTE145,D103,V041,59,19,1,146,85.81,0.74
DLV0011973,5/26/2025,PHC,RTE090,D111,V029,161,148,1,5.9,6.85,12.12
DLV0011974,3/14/2025,Abuja,RTE187,D052,V055,28,11,1,51.7,41.6,3.15
DLV0011975,3/8/2025,Lagos,RTE001,D060,V039,69,33,1,71.2,78.69,5.73
DLV0011976,3/10/2025,PHC,RTE073,D016,V067,179,156,1,115.4,49.54,2.31
DLV0011977,4/21/2025,Kano,RTE157,D150,V048,90,123,0,44.9,49.74,9.94
DLV0011978,2/14/2025,Lagos,RTE046,D013,V033,113,92,1,41.2,23.27,7.95
DLV0011979,5/22/2025,Lagos,RTE009,D019,V055,228,239,0,10,8.14,6.46
DLV0011980,1/29/2025,Kano,RTE147,D121,V023,218,231,0,118,104.89,10.01
DLV0011981,4/29/2025,Lagos,RTE080,D128,V087,112,92,1,51.1,48.5,13.47
DLV0011982,6/12/2025,Lagos,RTE152,D043,V002,170,99,1,7.6,6.23,7.35
DLV0011983,4/25/2025,Kano,RTE144,D147,V076,55,46,1,5.8,5.13,7.91
DLV0011984,4/25/2025,Kano,RTE063,D079,V035,107,90,1,24.1,19.08,13.2
DLV0011985,1/29/2025,Lagos,RTE015,D132,V008,156,120,1,134.7,121.56,0.32
DLV0011986,2/6/2025,PHC,RTE059,D086,V036,175,178,1,84.2,91.38,8.67
DLV0011987,4/3/2025,Kano,RTE027,D061,V031,83,44,1,50.5,25.39,11.94
DLV0011988,6/13/2025,Kano,RTE191,D137,V045,159,165,1,9.9,8.78,14.53
DLV0011989,1/3/2025,PHC,RTE060,D081,V002,131,189,0,16.3,16.67,0.42
DLV0011990,4/29/2025,Lagos,RTE096,D126,V067,57,71,0,145.9,71.11,3.84
DLV0011991,2/17/2025,Ibadan,RTE065,D117,V085,129,160,0,68.2,80.4,11.83
DLV0011992,4/20/2025,Ibadan,RTE015,D091,V076,170,134,1,134.4,136.7,0.21
DLV0011993,1/26/2025,Abuja,RTE071,D038,V051,105,85,1,21.5,11.93,3.9
DLV0011994,4/13/2025,PHC,RTE051,D067,V030,114,140,0,72.3,77.39,7.91
DLV0011995,1/12/2025,Kano,RTE121,D008,V088,111,148,0,81.1,90.06,9.28
DLV0011996,2/28/2025,Abuja,RTE090,D133,V091,178,190,0,68.1,61.34,3.89
DLV0011997,6/6/2025,Lagos,RTE099,D050,V047,208,191,1,82.9,53.47,11.78
DLV0011998,4/7/2025,Lagos,RTE019,D085,V029,207,227,0,14.6,17.08,12.95
DLV0011999,4/8/2025,PHC,RTE161,D054,V089,156,171,0,31.3,28.78,7.94
DLV0012000,1/12/2025,Lagos,RTE088,D098,V042,115,151,0,22.9,23.13,8.47
DLV0012001,6/11/2025,Lagos,RTE133,D121,V031,123,133,1,36.8,16.45,14.14
DLV0012002,4/17/2025,Ibadan,RTE019,D038,V060,219,192,1,23.3,16.72,14.12
DLV0012003,2/4/2025,Abuja,RTE028,D088,V027,74,63,1,98.6,77.65,11.64
DLV0012004,3/20/2025,Ibadan,RTE001,D033,V021,133,152,0,6.6,4.57,1.89
DLV0012005,3/18/2025,PHC,RTE033,D017,V009,171,158,1,36.5,31.44,6.8
DLV0012006,3/17/2025,Lagos,RTE151,D117,V044,47,58,0,59.3,28.66,3.21
DLV0012007,5/3/2025,Ibadan,RTE150,D087,V001,175,114,1,119.5,139.37,2.98
DLV0012008,6/2/2025,PHC,RTE185,D097,V061,59,89,0,74,66.12,13.39
DLV0012009,1/14/2025,Abuja,RTE087,D024,V028,58,42,1,2.3,2.73,12.9
DLV0012010,2/7/2025,Lagos,RTE001,D112,V034,162,174,0,115.1,118.53,1.61
DLV0012011,3/11/2025,Abuja,RTE039,D064,V066,101,86,1,134.1,118.03,12.78
DLV0012012,4/16/2025,Lagos,RTE055,D107,V090,60,40,1,13.8,13.05,0.7
DLV0012013,6/12/2025,PHC,RTE079,D027,V018,21,45,0,17.4,7.87,14.81
DLV0012014,2/20/2025,Lagos,RTE005,D010,V055,181,212,0,129,93.2,0.74
DLV0012015,4/29/2025,Ibadan,RTE008,D099,V013,233,213,1,62.6,53.96,0.43
DLV0012016,3/26/2025,Kano,RTE062,D063,V089,74,88,0,61,61.37,2.87
DLV0012017,6/5/2025,Kano,RTE036,D033,V055,85,64,1,28.7,24.46,5.08
DLV0012018,3/20/2025,Kano,RTE151,D031,V010,196,184,1,82.5,65.16,10.28
DLV0012019,6/27/2025,PHC,RTE009,D101,V023,110,91,1,21.7,17.68,0.41
DLV0012020,5/13/2025,Ibadan,RTE019,D077,V036,156,182,0,69.1,40.62,6.39
DLV0012021,1/15/2025,Kano,RTE093,D080,V025,90,119,0,137.9,90.09,3.41
DLV0012022,3/2/2025,Ibadan,RTE009,D144,V042,139,104,1,37.7,28.11,14.79
DLV0012023,2/22/2025,Kano,RTE181,D015,V064,33,19,1,23.9,11.23,13.3
DLV0012024,1/21/2025,Kano,RTE068,D009,V020,100,86,1,80.4,59.24,8.51
DLV0012025,1/22/2025,Kano,RTE124,D137,V096,71,88,0,25.5,19.76,3.5
DLV0012026,1/27/2025,Ibadan,RTE088,D039,V079,135,106,1,40.8,37.87,5.9
DLV0012027,4/10/2025,PHC,RTE171,D024,V015,118,147,0,69.1,40.22,6.45
DLV0012028,2/25/2025,Ibadan,RTE167,D100,V045,76,54,1,148.8,103.12,8.92
DLV0012029,3/19/2025,Kano,RTE160,D011,V051,166,213,0,11.6,5.44,12
DLV0012030,3/29/2025,Lagos,RTE129,D115,V070,203,172,1,36.2,25.04,0
DLV0012031,2/16/2025,Kano,RTE022,D078,V031,57,19,1,33.5,25.24,13.72
DLV0012032,2/5/2025,Abuja,RTE141,D135,V009,49,23,1,51.6,34.5,5.3
DLV0012033,6/29/2025,PHC,RTE018,D141,V029,188,181,1,29.5,29.38,14.39
DLV0012034,4/1/2025,Abuja,RTE054,D111,V036,136,193,0,137.9,128.69,1.77
DLV0012035,4/18/2025,Ibadan,RTE023,D115,V060,238,248,1,26.2,15.71,5.22
DLV0012036,6/11/2025,Lagos,RTE171,D126,V068,69,72,1,79.8,57.2,10.37
DLV0012037,5/7/2025,PHC,RTE165,D053,V028,76,88,0,66.8,77.21,13.92
DLV0012038,5/20/2025,Lagos,RTE089,D090,V088,114,127,0,117.9,112.22,12.66
DLV0012039,2/28/2025,Abuja,RTE044,D058,V069,234,210,1,95.4,106.2,12.33
DLV0012040,3/22/2025,Ibadan,RTE179,D141,V093,91,65,1,37.6,21.92,7.61
DLV0012041,6/27/2025,PHC,RTE035,D149,V097,159,169,1,76.6,67.46,2.92
DLV0012042,4/26/2025,Lagos,RTE061,D063,V023,175,177,1,19.7,15.1,0.32
DLV0012043,3/18/2025,Abuja,RTE156,D138,V056,62,91,0,117.7,117.51,11.13
DLV0012044,1/16/2025,Ibadan,RTE197,D009,V100,62,65,1,58.8,27.49,7.81
DLV0012045,2/11/2025,Kano,RTE195,D090,V067,232,250,0,51.2,45.81,13.05
DLV0012046,1/24/2025,Kano,RTE093,D142,V037,237,221,1,92.7,89.16,1.06
DLV0012047,2/11/2025,Kano,RTE045,D127,V073,70,72,1,108,78.24,5.56
DLV0012048,3/14/2025,Ibadan,RTE143,D085,V017,131,139,1,49.8,58.94,5.43
DLV0012049,2/28/2025,Lagos,RTE088,D130,V007,104,118,0,118.4,90.49,5.41
DLV0012050,2/17/2025,Lagos,RTE069,D031,V003,208,208,1,3.9,3.2,8.44
DLV0012051,1/26/2025,Ibadan,RTE122,D078,V093,155,137,1,94.8,63.06,9.43
DLV0012052,5/6/2025,Abuja,RTE175,D140,V063,103,114,0,138.8,144.41,5.79
DLV0012053,6/18/2025,Ibadan,RTE155,D025,V046,80,91,0,136.9,89.11,8.84
DLV0012054,4/19/2025,Ibadan,RTE059,D087,V082,118,111,1,96.6,73.25,0.38
DLV0012055,6/9/2025,Lagos,RTE012,D076,V088,214,200,1,58,46.8,13.34
DLV0012056,6/8/2025,Ibadan,RTE164,D139,V007,156,167,0,92.3,94.81,3.14
DLV0012057,4/29/2025,Ibadan,RTE171,D054,V061,172,184,0,118,101.56,10.5
DLV0012058,4/22/2025,Kano,RTE082,D044,V045,163,119,1,140.2,61.63,13.2
DLV0012059,3/19/2025,Abuja,RTE048,D015,V030,109,94,1,121.6,65.42,9.71
DLV0012060,1/24/2025,Ibadan,RTE071,D142,V031,155,100,1,124.9,130.41,13.25
DLV0012061,2/26/2025,Abuja,RTE057,D049,V006,63,79,0,61.2,60.83,0.65
DLV0012062,4/17/2025,PHC,RTE137,D118,V077,153,128,1,148.6,123.19,0.28
DLV0012063,6/15/2025,Kano,RTE099,D150,V021,181,169,1,141.9,155.16,6.32
DLV0012064,2/14/2025,Lagos,RTE125,D116,V071,112,70,1,69.8,42.32,4.12
DLV0012065,3/12/2025,PHC,RTE174,D027,V100,128,118,1,96.1,107.13,3.57
DLV0012066,5/13/2025,Kano,RTE019,D146,V039,199,205,1,23.9,11.99,3.67
DLV0012067,6/15/2025,Abuja,RTE031,D124,V041,233,238,1,135.5,134.63,13.49
DLV0012068,1/11/2025,Lagos,RTE043,D073,V068,77,53,1,71.9,43.11,11.03
DLV0012069,4/12/2025,Lagos,RTE041,D112,V011,68,42,1,6.8,7.42,7.22
DLV0012070,3/27/2025,Ibadan,RTE166,D122,V002,64,49,1,43.8,22.43,12.93
DLV0012071,4/1/2025,Kano,RTE102,D092,V032,60,95,0,76.7,71.37,2.63
DLV0012072,2/28/2025,Abuja,RTE188,D014,V076,44,6,1,146.1,80.61,14.92
DLV0012073,1/30/2025,Ibadan,RTE195,D051,V083,156,151,1,49,46.93,5.29
DLV0012074,4/20/2025,Ibadan,RTE180,D078,V051,212,210,1,59.2,55.9,1.48
DLV0012075,3/15/2025,Lagos,RTE142,D064,V024,232,264,0,52.9,22,9.76
DLV0012076,5/19/2025,Ibadan,RTE025,D103,V075,114,102,1,130.8,66.96,7.57
DLV0012077,1/14/2025,Abuja,RTE107,D064,V010,155,155,1,16.8,10.51,10.2
DLV0012078,6/23/2025,Ibadan,RTE104,D091,V077,167,138,1,30.9,24.39,8.84
DLV0012079,2/21/2025,Ibadan,RTE106,D005,V060,41,56,0,110.8,78.23,7.73
DLV0012080,6/17/2025,Lagos,RTE072,D147,V007,21,5,1,85,43.18,12.62
DLV0012081,6/29/2025,Kano,RTE079,D097,V084,221,218,1,112.3,65.69,7.15
DLV0012082,6/21/2025,Lagos,RTE137,D027,V032,22,5,1,43.7,18.98,6.52
DLV0012083,1/29/2025,Abuja,RTE073,D148,V026,215,216,1,100.1,81.38,8.55
DLV0012084,1/7/2025,Abuja,RTE005,D140,V080,142,121,1,8.8,7.68,4.74
DLV0012085,3/30/2025,Ibadan,RTE144,D109,V023,154,137,1,20.8,10.06,5.55
DLV0012086,4/28/2025,Ibadan,RTE132,D137,V035,102,122,0,7.5,5.93,0.16
DLV0012087,6/8/2025,Lagos,RTE141,D100,V032,64,51,1,130.7,73.66,13.38
DLV0012088,5/13/2025,Ibadan,RTE055,D053,V005,208,199,1,144.6,85.85,14.01
DLV0012089,4/14/2025,Kano,RTE193,D076,V038,108,106,1,132.5,131.17,5.2
DLV0012090,3/19/2025,Lagos,RTE049,D045,V038,160,133,1,41,26.88,9.51
DLV0012091,1/17/2025,Ibadan,RTE059,D086,V089,55,24,1,82.7,83.67,7.92
DLV0012092,1/21/2025,PHC,RTE177,D021,V028,55,70,0,107.8,125.68,8.68
DLV0012093,4/1/2025,PHC,RTE044,D117,V056,97,106,1,80,58.73,2.76
DLV0012094,1/2/2025,Ibadan,RTE069,D040,V026,125,136,0,119.2,126.31,6.5
DLV0012095,2/7/2025,PHC,RTE012,D065,V089,130,137,1,122.3,84.34,0.9
DLV0012096,1/24/2025,Kano,RTE047,D046,V053,22,8,1,49.1,39.03,8.71
DLV0012097,5/4/2025,PHC,RTE129,D007,V017,50,90,0,147,124.69,7.52
DLV0012098,4/15/2025,Ibadan,RTE030,D134,V025,230,255,0,126.5,133.86,9.62
DLV0012099,5/13/2025,Lagos,RTE129,D008,V022,89,83,1,24.2,22.88,13.77
DLV0012100,1/20/2025,Ibadan,RTE072,D007,V088,149,153,1,111,55.32,11.73
DLV0012101,1/24/2025,Ibadan,RTE170,D024,V049,221,230,1,52.7,56.18,9.48
DLV0012102,2/13/2025,PHC,RTE082,D053,V016,220,200,1,12.9,14.98,10.5
DLV0012103,5/7/2025,Lagos,RTE088,D099,V080,132,152,0,32.9,32.54,10.88
DLV0012104,2/23/2025,Lagos,RTE197,D024,V095,231,235,1,122.8,109.02,10.81
DLV0012105,5/28/2025,Ibadan,RTE053,D124,V061,153,119,1,129.4,143.01,12.78
DLV0012106,4/11/2025,Lagos,RTE086,D007,V005,195,226,0,97.8,57.75,10.92
DLV0012107,4/28/2025,Kano,RTE121,D016,V084,27,26,1,139.3,56.6,6.04
DLV0012108,5/8/2025,Kano,RTE156,D136,V048,239,244,1,126.8,103.66,10.97
DLV0012109,3/8/2025,Abuja,RTE099,D103,V032,143,134,1,28.1,33.09,12.96
DLV0012110,4/7/2025,PHC,RTE175,D132,V062,190,189,1,49.1,51.21,13.26
DLV0012111,1/12/2025,Abuja,RTE064,D010,V081,203,240,0,39.3,28.56,1.29
DLV0012112,1/22/2025,Lagos,RTE036,D032,V089,164,148,1,40.3,32.68,0.44
DLV0012113,4/22/2025,PHC,RTE060,D129,V037,36,28,1,110.5,116.85,4.77
DLV0012114,2/28/2025,Abuja,RTE058,D089,V071,67,87,0,32.6,26.78,2.82
DLV0012115,4/4/2025,Ibadan,RTE165,D018,V052,118,133,0,70.7,42.72,3.14
DLV0012116,5/11/2025,PHC,RTE150,D002,V086,118,140,0,5.3,2.22,14.93
DLV0012117,3/22/2025,Lagos,RTE003,D065,V078,231,278,0,92.4,93.1,9.94
DLV0012118,3/14/2025,Abuja,RTE007,D002,V074,226,294,0,68.3,35.3,6.21
DLV0012119,4/4/2025,Lagos,RTE060,D019,V045,52,76,0,86,91.68,5.31
DLV0012120,4/22/2025,Lagos,RTE164,D035,V037,31,68,0,75.8,85.23,1.4
DLV0012121,4/14/2025,Kano,RTE106,D009,V069,205,215,1,126,58.05,14.57
DLV0012122,6/27/2025,PHC,RTE143,D120,V011,42,31,1,79.1,79.66,4.44
DLV0012123,2/18/2025,Abuja,RTE074,D116,V029,158,146,1,84.1,43.91,12.32
DLV0012124,3/20/2025,Abuja,RTE110,D017,V097,86,168,0,31.5,18.09,7.46
DLV0012125,1/23/2025,Kano,RTE119,D066,V012,229,271,0,48.1,37.01,3.29
DLV0012126,5/8/2025,Abuja,RTE029,D039,V033,232,244,0,84.2,77.83,13.13
DLV0012127,5/17/2025,Ibadan,RTE180,D037,V041,77,88,0,12.1,13.92,9.77
DLV0012128,1/7/2025,PHC,RTE049,D128,V092,232,229,1,22.7,21.2,7.98
DLV0012129,4/23/2025,PHC,RTE116,D147,V005,118,74,1,126.1,149.55,10.45
DLV0012130,6/26/2025,Lagos,RTE160,D072,V052,222,210,1,22.2,16.2,3.48
DLV0012131,2/26/2025,Abuja,RTE094,D040,V039,91,115,0,96.2,41.94,4.58
DLV0012132,1/13/2025,Abuja,RTE038,D090,V087,233,218,1,92.7,46.29,1.04
DLV0012133,6/9/2025,Lagos,RTE011,D074,V044,210,232,0,101,96.59,8.46
DLV0012134,6/9/2025,Kano,RTE081,D075,V066,118,153,0,63.4,43.69,11.69
DLV0012135,2/16/2025,Kano,RTE176,D100,V044,206,226,0,60,24.8,14.65
DLV0012136,3/29/2025,PHC,RTE061,D123,V092,56,93,0,12.9,7.62,3.35
DLV0012137,5/20/2025,Abuja,RTE164,D149,V029,95,74,1,113.5,62.02,11.65
DLV0012138,3/27/2025,Abuja,RTE084,D144,V036,188,234,0,32,20.15,0.88
DLV0012139,6/25/2025,Abuja,RTE059,D028,V045,54,5,1,148.8,100.6,9.13
DLV0012140,2/27/2025,Lagos,RTE113,D052,V042,199,188,1,87.1,59.8,14.57
DLV0012141,1/7/2025,Kano,RTE119,D065,V021,97,75,1,108,104.74,14.01
DLV0012142,5/23/2025,Ibadan,RTE011,D072,V072,29,5,1,139.6,116.9,3.98
DLV0012143,5/12/2025,PHC,RTE101,D031,V043,179,198,0,121.7,103.02,4.8
DLV0012144,2/3/2025,Lagos,RTE179,D075,V064,185,186,1,73.7,52.68,2.16
DLV0012145,5/27/2025,PHC,RTE119,D033,V072,23,36,0,63.2,42.43,1.71
DLV0012146,3/26/2025,PHC,RTE152,D043,V024,118,90,1,146.9,119.92,12.62
DLV0012147,2/13/2025,PHC,RTE116,D137,V019,20,5,1,38,39.73,6.98
DLV0012148,2/11/2025,Abuja,RTE133,D140,V065,113,39,1,20.1,17.79,13.63
DLV0012149,3/2/2025,Ibadan,RTE138,D134,V083,146,150,1,106.1,101.65,11.62
DLV0012150,3/25/2025,Ibadan,RTE142,D020,V058,171,157,1,57.8,56.76,14.47
DLV0012151,4/11/2025,Abuja,RTE011,D074,V051,58,44,1,120.3,134.81,12.45
DLV0012152,2/11/2025,Abuja,RTE171,D092,V017,210,234,0,84.5,94.96,7.84
DLV0012153,2/6/2025,Abuja,RTE088,D087,V069,27,7,1,59.7,52.88,9.45
DLV0012154,6/21/2025,Kano,RTE136,D111,V092,103,133,0,25.7,10.54,3.09
DLV0012155,5/13/2025,Abuja,RTE091,D066,V056,90,110,0,124.4,52.39,0.92
DLV0012156,2/28/2025,Kano,RTE090,D053,V002,92,75,1,9.4,9.29,3.73
DLV0012157,6/26/2025,PHC,RTE072,D138,V077,38,46,1,122.5,85.08,1.06
DLV0012158,4/4/2025,Kano,RTE185,D138,V083,99,137,0,143.8,118.26,14.55
DLV0012159,4/30/2025,PHC,RTE153,D021,V051,50,89,0,19.9,11.03,6.97
DLV0012160,1/30/2025,Ibadan,RTE016,D134,V079,23,50,0,82,54.83,9.98
DLV0012161,6/25/2025,Ibadan,RTE142,D115,V011,169,212,0,50.9,37.59,6.71
DLV0012162,1/6/2025,Kano,RTE031,D079,V047,45,5,1,73.4,63.4,1.15
DLV0012163,6/5/2025,Ibadan,RTE100,D144,V059,160,160,1,104,43.79,8.18
DLV0012164,4/22/2025,Ibadan,RTE147,D121,V088,194,161,1,120,102.9,1.33
DLV0012165,4/1/2025,PHC,RTE047,D016,V069,113,141,0,23.6,26.62,2.48
DLV0012166,4/18/2025,Ibadan,RTE114,D144,V016,87,92,1,91.8,58.75,13.37
DLV0012167,6/16/2025,PHC,RTE070,D083,V095,168,162,1,108.6,55.62,8.29
DLV0012168,1/31/2025,Abuja,RTE059,D016,V028,136,121,1,40,38.14,14.2
DLV0012169,5/23/2025,Abuja,RTE166,D094,V011,197,205,1,44,47.29,5.27
DLV0012170,2/17/2025,Abuja,RTE174,D135,V037,91,64,1,81.9,80.57,0.81
DLV0012171,5/15/2025,Lagos,RTE161,D050,V021,81,98,0,7.5,4.01,14.02
DLV0012172,5/26/2025,PHC,RTE175,D125,V062,111,71,1,96.8,101.52,13.55
DLV0012173,2/26/2025,Ibadan,RTE069,D079,V019,165,150,1,68.5,64.89,8.88
DLV0012174,6/15/2025,PHC,RTE156,D001,V049,192,201,1,72.6,68.65,9.87
DLV0012175,1/18/2025,Ibadan,RTE131,D008,V073,77,50,1,87.9,77.95,6.69
DLV0012176,4/23/2025,PHC,RTE104,D079,V065,174,192,0,5.2,5.69,1.31
DLV0012177,3/28/2025,Ibadan,RTE067,D050,V064,111,105,1,82.3,35.32,14.77
DLV0012178,4/14/2025,PHC,RTE054,D107,V073,117,109,1,14.2,8.09,11.61
DLV0012179,3/11/2025,Abuja,RTE154,D012,V096,151,169,0,35.4,26.12,14.07
DLV0012180,5/2/2025,Ibadan,RTE138,D052,V047,214,212,1,9.8,7.36,11.67
DLV0012181,3/25/2025,PHC,RTE025,D021,V025,31,14,1,46.6,39.34,4.57
DLV0012182,1/27/2025,Lagos,RTE164,D011,V058,230,230,1,126.4,111.86,0.15
DLV0012183,2/9/2025,Lagos,RTE031,D113,V012,101,89,1,114.8,72.52,12.1
DLV0012184,6/14/2025,PHC,RTE099,D025,V078,96,74,1,85.2,89.85,12.52
DLV0012185,5/12/2025,Abuja,RTE191,D104,V082,63,38,1,27.5,29.34,7.19
DLV0012186,1/12/2025,PHC,RTE025,D012,V053,168,108,1,112.9,105.57,1.37
DLV0012187,1/31/2025,Abuja,RTE052,D056,V046,134,123,1,122.5,59.92,14.87
DLV0012188,1/4/2025,Abuja,RTE132,D013,V054,128,120,1,54.6,64.69,8.89
DLV0012189,6/11/2025,Lagos,RTE011,D082,V001,210,190,1,42.4,46.62,9.21
DLV0012190,2/26/2025,Abuja,RTE028,D126,V049,119,126,1,63,58.41,3.63
DLV0012191,6/2/2025,Abuja,RTE117,D069,V046,220,217,1,125.5,123.05,14.68
DLV0012192,1/20/2025,Abuja,RTE173,D109,V075,179,129,1,76.9,37.52,3.78
DLV0012193,6/23/2025,Ibadan,RTE149,D066,V093,163,160,1,59.7,63.9,13.7
DLV0012194,5/24/2025,Kano,RTE032,D023,V091,231,230,1,26.3,12.27,7.04
DLV0012195,3/18/2025,Ibadan,RTE116,D072,V007,211,225,0,117,133.2,6.78
DLV0012196,5/3/2025,Ibadan,RTE176,D105,V074,35,36,1,144.9,123.97,12.66
DLV0012197,2/15/2025,Kano,RTE192,D006,V023,101,128,0,16.8,9.35,9.57
DLV0012198,2/20/2025,Ibadan,RTE075,D019,V040,168,191,0,13,9.2,0.72
DLV0012199,5/2/2025,PHC,RTE008,D065,V038,187,211,0,78.3,67.24,3.96
DLV0012200,5/2/2025,Abuja,RTE139,D110,V053,33,73,0,45.5,26.37,3.87
DLV0012201,2/26/2025,Lagos,RTE154,D096,V092,107,113,1,116,112.94,14.31
DLV0012202,3/12/2025,Abuja,RTE069,D088,V008,79,94,0,28.5,19.02,8.03
DLV0012203,4/4/2025,Abuja,RTE022,D109,V036,195,186,1,46.4,22.43,0.67
DLV0012204,4/18/2025,Ibadan,RTE174,D104,V044,28,24,1,51.7,34.74,6.67
DLV0012205,1/9/2025,Ibadan,RTE017,D051,V095,234,209,1,52.6,40.29,2.27
DLV0012206,3/13/2025,Ibadan,RTE142,D047,V047,51,56,1,144.4,120.82,3.13
DLV0012207,5/18/2025,Kano,RTE159,D017,V037,29,5,1,29.3,19.97,7.82
DLV0012208,1/31/2025,Lagos,RTE007,D112,V012,33,35,1,6.3,5.44,13.97
DLV0012209,5/13/2025,PHC,RTE032,D034,V064,227,236,1,35.5,38.4,11.68
DLV0012210,1/20/2025,Ibadan,RTE123,D022,V047,130,135,1,128.2,108.48,0.42
DLV0012211,4/6/2025,Kano,RTE140,D125,V081,61,37,1,70.3,42.91,13.6
DLV0012212,3/29/2025,PHC,RTE052,D016,V097,44,62,0,133.2,137.7,2.46
DLV0012213,1/18/2025,Ibadan,RTE052,D071,V031,133,104,1,52.1,21.46,9.81
DLV0012214,4/1/2025,Lagos,RTE011,D049,V091,141,167,0,109,43.81,9.69
DLV0012215,3/4/2025,Kano,RTE019,D051,V043,231,234,1,12.1,12.89,9.43
DLV0012216,6/25/2025,PHC,RTE110,D042,V071,155,151,1,82.7,96.44,4.74
DLV0012217,5/1/2025,PHC,RTE025,D041,V017,42,69,0,9.6,10.44,13.18
DLV0012218,3/25/2025,Abuja,RTE073,D146,V034,163,135,1,141.9,69.35,12.73
DLV0012219,1/5/2025,Kano,RTE067,D106,V056,26,22,1,83.2,72.38,9.66
DLV0012220,4/25/2025,PHC,RTE099,D096,V028,215,265,0,103.9,123.77,6.13
DLV0012221,3/16/2025,Kano,RTE116,D020,V040,144,115,1,122.2,63.79,3.28
DLV0012222,2/9/2025,PHC,RTE026,D136,V062,175,145,1,118.7,120.27,12.56
DLV0012223,2/7/2025,PHC,RTE187,D143,V015,232,248,0,137.8,105.04,7.22
DLV0012224,5/20/2025,Abuja,RTE068,D031,V086,39,38,1,44.3,49.69,7.39
DLV0012225,1/17/2025,Abuja,RTE122,D143,V020,129,144,0,29.5,17.99,3.49
DLV0012226,6/13/2025,Kano,RTE178,D040,V041,236,215,1,35.7,19.66,5.47
DLV0012227,4/7/2025,Abuja,RTE090,D104,V004,35,39,1,77.3,54.5,3.53
DLV0012228,6/24/2025,Lagos,RTE193,D124,V036,125,130,1,28.3,15.18,9.1
DLV0012229,1/25/2025,Abuja,RTE146,D045,V019,46,78,0,66,73.7,1.98
DLV0012230,2/15/2025,PHC,RTE028,D037,V058,197,216,0,20.5,24.1,0.54
DLV0012231,2/1/2025,Lagos,RTE182,D008,V033,36,40,1,32.6,16.89,6.29
DLV0012232,5/7/2025,Kano,RTE175,D144,V026,141,118,1,51.4,35.92,1.13
DLV0012233,3/10/2025,Ibadan,RTE128,D141,V047,164,164,1,56.2,42.89,1.74
DLV0012234,1/14/2025,Kano,RTE045,D023,V023,181,156,1,4.9,5.41,4.72
DLV0012235,4/19/2025,Kano,RTE112,D149,V039,89,91,1,29.2,20.5,13.78
DLV0012236,4/4/2025,Ibadan,RTE152,D116,V074,239,256,0,82.9,33.88,3
DLV0012237,6/16/2025,Kano,RTE045,D007,V014,99,118,0,3,2.74,0.78
